Name,description,sub_catagory,Veg_Non,Review,Cusine,Diet,Price
Mexican Wedding Cookie Recipe,All Purpose Flour (Maida)|Caster Sugar|Vanilla Extract|Water|Badam (Almond)|Icing Sugar,Cookies,veg,4.902777778,Continental,Vegetarian,554
Irish Cream Bundt Cake Recipe,All Purpose Flour (Maida)|Caster Sugar|Whole Eggs|Baking powder|Instant Coffee Powder|Vanilla Extract|Baileys Irish Cream|Milk|Icing Sugar|Baileys Irish Cream,Cake,veg,4.911660777,,Vegetarian,598
Cheddar Beer Bread Recipe - Cheesy Bread Recipe,All Purpose Flour (Maida)|Cheddar cheese|Garlic|Sugar|Baking powder|Salt|Beer|Mixed Herbs (Dried),Homemade Bread,veg,4.869526363,Continental,Vegetarian,481
"Zucchini, Corn And Smoked Cheese Muffins Recipe",All Purpose Flour (Maida)|Cheddar cheese|Green zucchini|Baby corn|Salt and Pepper|Buttermilk|Baking powder|Basil leaves|Extra Virgin Olive Oil|Whole Eggs,Continental Party Appetizer & Starter,non-veg,4.8997669,Continental,Eggetarian,476
Pheki Mathri Recipe - Crispy Fried Savoury Fritters,All Purpose Flour (Maida)|Chiroti Rava|Lukewarm Water,Indian Snack,veg,4.813793103,Indian,Vegetarian,241
Eggless Mango Cake Recipe,All Purpose Flour (Maida)|Chiroti Rava|Milk Powder|Baking soda|Baking powder|Mixed nuts|Salt|Sugar|Cardamom (Elaichi) Pods/Seeds|Mango (Ripe)|Sunflower Oil|Hot water,Cake,veg,4.810232558,Continental,Vegan,502
Sajjappa Recipe (Stuffed Sweetened Coconut Pastry),All Purpose Flour (Maida)|Chiroti Rava|Salt|Fresh coconut|Dessicated Coconut|Jaggery|Poppy seeds|Chiroti Rava|Cardamom Powder (Elaichi)|Sunflower Oil,Sweet Recipes (Indian Mithai / Indian ,veg,4.940782123,Karnataka,Vegetarian,238
Mithi Mathri Recipe (Crispy Fried Sweet Fritters),All Purpose Flour (Maida)|Chiroti Rava|Salt|Lukewarm Water|Water|Sugar|Cardamom Powder (Elaichi),Indian Snack,veg,4.853889943,Indian,Vegetarian,497
Eggless Spiced Carrot Olive Cake Recipe ,All Purpose Flour (Maida)|Cinnamon Stick (Dalchini)|Salt|Baking powder|Brown Sugar (Demerara Sugar)|Extra Virgin Olive Oil|Carrots (Gajjar)|Walnuts|Flax seed powder (flax meal)|Chilled water|Icing Sugar|Water,Cake,veg,4.903378779,Continental,Vegetarian,503
Eggless Chocolate Pistachio Biscotti Recipe,All Purpose Flour (Maida)|Cocoa Powder|Baking powder|Caster Sugar|Milk|Sunflower Oil|Vanilla Extract|Pistachios|Chocolate chips,Cookies,veg,4.865792129,Continental,Vegetarian,552
Eggless Dark Chocolate Cupcake Recipe ,All Purpose Flour (Maida)|Cocoa Powder|Baking powder|Salt|Brown Sugar (Demerara Sugar)|Vanilla Extract|Sunflower Oil|Milk|Chocolate chips|Flax seed powder (flax meal)|Chilled water,Cake,non-veg,4.797727273,Continental,Eggetarian,566
Eggless Layered Chocolate Cake Recipe With Mascarpone Cheese ,All Purpose Flour (Maida)|Cocoa Powder|Baking powder|Salt|Butter (Unsalted)|Caster Sugar|Vanilla Extract|Flax seed powder (flax meal)|Chilled water|Mascarpone Cheese|Icing Sugar|Coffee Decoction|Cocoa Powder|Slivered Almonds (Badam),Cake,veg,4.878973105,Continental,Vegetarian,269
Eggless Devil's Food Cake Recipe,All Purpose Flour (Maida)|Cocoa Powder|Baking powder|Salt|Caster Sugar|Vanilla Extract|Whole Eggs|Red Food Color|Chocolate ganache|Flax seed powder (flax meal)|Chilled water,Cake,veg,4.870385562,Continental,Vegetarian,297
Chocolate Cup Cakes with Irish Cream Frosting,All Purpose Flour (Maida)|Cocoa Powder|Baking powder|Salt|Sunflower Oil|Caster Sugar|Brown Sugar (Demerara Sugar)|Whole Eggs|Hung Curd (Greek Yogurt)|Vanilla Extract|Chocolate ganache|Baileys Irish Cream,Cake,veg,4.923076923,Continental,Vegetarian,415
Dulce De Leche Brownie Recipe,All Purpose Flour (Maida)|Cocoa Powder|Brown Sugar (Demerara Sugar)|Whole Eggs|Baking powder|Dark chocolate|Vanilla Extract|Walnuts|Dulce de leche,Cake,veg,4.897777778,Continental,Vegetarian,538
Eggless Christmas Tree Chocolate Cookies Recipe,All Purpose Flour (Maida)|Cocoa Powder|Caster Sugar|Baking powder|Sunflower Oil|Vanilla Extract|Water|Caster Sugar|Vanilla Extract|Water|Decorative sugar (Cake/ Candy Sprinkles),Cookies,veg,4.952380952,Continental,Vegetarian,496
Banana Chocolate And Poppy Seed Cake Recipe,All Purpose Flour (Maida)|Cocoa Powder|Caster Sugar|Baking soda|Ripe Bananas|Sunflower Oil|Buttermilk|Whole Egg|Poppy seeds|Chocolate chips,Cake,veg,4.941634241,Continental,Vegetarian,344
Chilli Chocolate Cookies Recipe,All Purpose Flour (Maida)|Cocoa Powder|Chocolate Bar|Whole Eggs|Red Chilli powder|Baking soda|Brown Sugar (Demerara Sugar)|Sugar|Vanilla Extract|Salt|Chocolate chips|Chocolate Bar,Cookies,veg,5,Continental,Vegetarian,479
Chocolate Pancakes With Banana Recipe,All Purpose Flour (Maida)|Cocoa Powder|Salt|Milk|Buttermilk|Vanilla Extract|Caster Sugar|Cooking soda|Baking powder|Ripe Bananas|Butter (unsalted),Continental Breakfast,veg,4.771186441,Continental,Vegetarian,365
2 minutes-Eggless Microwave Chocolate Mug Cake,All Purpose Flour (Maida)|Cocoa Powder|Sugar|Baking powder|Baking soda|Sunflower Oil|Milk|Vanilla Extract|Chocolate chips,Cake,veg,4.838345865,Continental,Vegetarian,334
Chocolate Chip Scone Recipe,All Purpose Flour (Maida)|Cocoa Powder|Sugar|Baking powder|Butter (unsalted)|Badam (Almond)|Chocolate chips|Fresh cream|Whole Eggs|Vanilla Extract|Chocolate ganache,Cookies,non-veg,4.874015748,Continental,Eggetarian,325
Chocolate Coffee Cake Recipe with Chocolate Buttercream Frosting,All Purpose Flour (Maida)|Cocoa Powder|Sugar|Baking powder|Salt|Sunflower Oil|Whole Eggs|Vanilla Extract|Coffee Decoction|Milk chocolate|Instant Coffee Powder|Butter (unsalted)|Vanilla Extract|Icing Sugar,Cake,veg,4.862884161,Continental,Vegetarian,582
Eggless Checker Board Cookies Recipe,All Purpose Flour (Maida)|Cocoa Powder|Sugar|Vanilla Extract|Salt|Milk|Water,Cookies,veg,4.922932331,Continental,Vegetarian,361
Eggless Nutella Swirl Cupcakes Recipe,All Purpose Flour (Maida)|Condensed Milk|Nutella Spread|Baking powder|Baking soda|Milk|Vanilla Extract|Vinegar|Sugar,Dessert,veg,4.817001181,Continental,Vegetarian,397
"Bacon, Caramelised Onions And Cheese Crepes Recipe ",All Purpose Flour (Maida)|Confectioners sugar|Salt|Sunflower Oil|Whole Egg|Milk|Bacon strips|Onion|Sugar|Cheese|Salt|Black pepper powder|Mixed Herbs (Dried),Dessert,non-veg,4.951676529,French,Non Vegeterian,209
Fluffy & Crispy Cheese Herbed Biscuits Recipe,All Purpose Flour (Maida)|Corn flour|Baking powder|Sea salt|Sugar|Parsley leaves|Dried basil leaves|Cheddar cheese|Mozzarella cheese|Milk|Extra Virgin Olive Oil,Continental Breakfast,veg,4.924418605,Continental,Vegetarian,406
How to Make Homemade Jalebi Recipe,All Purpose Flour (Maida)|Corn flour|Baking powder|Turmeric powder (Haldi)|Oil|Sugar|Water|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.796176664,North Indian Recipes,Vegetarian,575
Indo-Chinese Paneer Manchurian Recipe,All Purpose Flour (Maida)|Corn flour|Ginger|Garlic|Water|Salt|Black pepper powder|Sunflower Oil|Spring Onion (Bulb & Greens)|Garlic|Ginger|Green Chillies|Rice Vinegar|Corn flour,Indian Chinese,veg,4.915072329,Indo Chinese,Vegetarian,510
Homemade Spring Roll Wrapper Recipe,All Purpose Flour (Maida)|Corn flour|Water|Salt,,,4.794129921,Chinese,,359
Karachi Biscuits Recipe,All Purpose Flour (Maida)|Custard powder|Caster Sugar|Cashew nuts|Baking powder|Milk,Cookies,veg,4.776945173,Indian,Vegetarian,322
Spinach And Tortellini Soup Recipe,All Purpose Flour (Maida)|Dried oregano|Dried Thyme Leaves|Parsley leaves|Extra Virgin Olive Oil|Red Chilli flakes|Salt|Sunflower Oil|All Purpose Flour (Maida)|Cheese|Garlic|Baby spinach|Parsley leaves|Onion|Black pepper powder|Salt|Italian seasoning|Extra Virgin Olive Oil,Soup,veg,4.961352657,Italian Recipes,Vegetarian,341
Zesty Fish Quiche Recipe Flavored With Cheesy Garlic Mayo,All Purpose Flour (Maida)|Dried oregano|Salt|Chilled water|Fish fillet|Italian seasoning|Red Chilli flakes|Whole Eggs|Spring Onion (Bulb & Greens)|Extra Virgin Olive Oil|Salt|Black pepper powder,Continental Food,,4.9375,French,,315
Pissaladiere Recipe - Provencal Onion Tart Recipe,All Purpose Flour (Maida)|Extra Virgin Olive Oil|Lukewarm Water|Flax seeds|Onions|Tomatoes|Fresh Thyme leaves|Garlic|Salt and Pepper|Extra Virgin Olive Oil|Extra Virgin Olive Oil,Continental Party Appetizer & Starter,veg,4.979238754,French,Vegetarian,466
Malpua Recipe with Rabri (A Spiced Indian Pancake with Milk Pudding),All Purpose Flour (Maida)|Fennel seeds (Saunf)|Cardamom (Elaichi) Pods/Seeds|Baking soda|Khoya (Mawa)|Milk Powder|Caster Sugar|Sugar|Water|Saffron strands|Lemon juice,Sweet Recipes (Indian Mithai / Indian ,veg,4.77920354,Indian,Vegetarian,451
Eggless Marble Cake Recipe,All Purpose Flour (Maida)|Flax seed powder (flax meal)|Baking powder|Caster Sugar|Milk|Vanilla Extract|Cocoa Powder,Cake,non-veg,4.611217641,Continental,Eggetarian,310
Goli Baje Recipe - Mangalorean Vada Recipe,All Purpose Flour (Maida)|Gram flour (besan)|Rice flour|Ginger|Green Chillies|Curry leaves|Baking powder|Salt|Fresh coconut|Asafoetida (hing)|Sunflower Oil,Indian Snack,veg,4.895883777,Mangalorean,Vegetarian,297
Baked Bhakarwadi Recipe,All Purpose Flour (Maida)|Gram flour (besan)|Turmeric powder (Haldi)|Kashmiri Red Chilli Powder|Salt|Water|Poppy seeds|Sesame seeds (Til seeds)|Dessicated Coconut|Ginger|Green Chilli|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Cumin powder (Jeera)|Ajwain (Carom seeds)|Asafoetida (hing)|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Sugar|Lemon|Sunflower Oil,Indian Snack,veg,4.860368664,Maharashtrian Recipes,Vegetarian,208
Traditional Maharashtrian Bhakarwadi Recipe,All Purpose Flour (Maida)|Gram flour (besan)|Turmeric powder (Haldi)|Red Chilli powder|Baking soda|Asafoetida (hing)|Salt|Dessicated Coconut|Sugar|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Red Chilli powder|Amchur (Dry Mango Powder)|Fennel seeds (Saunf)|Cumin powder (Jeera)|Sesame seeds (Til seeds)|Poppy seeds|Salt|Sunflower Oil,Indian Snack,veg,4.886925795,Maharashtrian Recipes,Vegetarian,210
Matar Paneer Galette Recipe,All Purpose Flour (Maida)|Green peas (Matar)|Onion|Coriander Powder (Dhania)|Red Chilli powder|Asafoetida (hing)|Salt|Sunflower Oil|Fresh cream|Cheddar cheese|Coriander (Dhania) Leaves,Indian Snack,veg,4.908898305,Fusion,High Protein Vegetarian,238
Aloo Kulcha Recipe (Spiced Potato Stuffed Indian Flat Bread),All Purpose Flour (Maida)|Hung Curd (Greek Yogurt)|Baking soda|Baking powder|Sugar|Sunflower Oil|Salt|Lukewarm Water|Potatoes (Aloo)|Salt|Green Chillies|Ginger|Chaat Masala Powder|Red Chilli powder|Cumin powder (Jeera)|Coriander Powder (Dhania)|Coriander (Dhania) Leaves|Ajwain (Carom seeds),Indian Bread,veg,4.874471937,North Indian Recipes,Vegetarian,490
Manipuri Style Tan Ngang Recipe - Refined Flour/Maida Indian Puri Recipe,All Purpose Flour (Maida)|Hung Curd (Greek Yogurt)|Salt|Water,Indian Breakfast,veg,4.935229068,North East India Recipes,Vegetarian,591
Financiers Recipe - French Almond Tea Cake,All Purpose Flour (Maida)|Icing Sugar|Salt|Vanilla Extract|Egg whites,Cake,,4.90073831,French,,594
Oatmeal Banana Mini Muffins Recipe,All Purpose Flour (Maida)|Instant Oats (Oatmeal)|Baking powder|Baking soda|Cinnamon Powder (Dalchini)|Salt|Sugar|Butter (unsalted)|Sunflower Oil|Whole Eggs|Milk|Vanilla Extract|Ripe Bananas,Cake,non-veg,4.907291667,Continental,Eggetarian,321
Oatmeal Cherry Cookies Recipe,All Purpose Flour (Maida)|Instant Oats (Oatmeal)|Baking powder|Salt|Caster Sugar|Vanilla Extract|Canned Cherries,Cookies,veg,4.957928803,Continental,Vegetarian,387
Oatmeal Cranberry Cookie Recipe,All Purpose Flour (Maida)|Instant Oats (Oatmeal)|Baking soda|Caster Sugar|Brown Sugar (Demerara Sugar)|Vanilla Extract|Whole Eggs|Cranberries|Dark Chocolate Chips|Walnuts,Cookies,veg,4.911857293,Continental,Vegetarian,391
Æbleskivers Recipe- Danish Chocolate Pancake Puffs,All Purpose Flour (Maida)|Instant Oats (Oatmeal)|Cocoa Powder|Dark Chocolate Chips|Whole Egg|Sea salt|Vanilla Extract|Cinnamon Powder (Dalchini)|Cayenne Pepper|Sugar|Butter (Salted)|Milk|Butter (Salted)|Caster Sugar,Dessert,veg,4.941580756,European,Vegetarian,592
Muesli Chia Seeds Kaiser Roll Recipe - Hard Roll Recipe,All Purpose Flour (Maida)|Instant Oats (Oatmeal)|Muesli|Chia Seeds|Salt|Sugar|Whole Egg|Milk|Sesame seeds (Til seeds),Continental Party Appetizer & Starter,veg,4.969879518,Continental,Vegan,298
"Oats, Cranberry And Walnut Bread Recipe",All Purpose Flour (Maida)|Instant Oats (Oatmeal)|Sugar|Baking powder|Baking soda|Salt|Milk|Apple cider vinegar|Whole Egg|Butter (unsalted)|Orange Zest (Rind)|Cranberries|Walnuts,Homemade Bread,non-veg,4.939903846,Continental,Eggetarian,317
Gur Paare Recipe (A traditional Punjabi Wedding Sweet),All Purpose Flour (Maida)|Jaggery|Fennel seeds (Saunf)|Oil,Sweet Recipes (Indian Mithai / Indian ,veg,4.821484638,Punjabi,Vegetarian,310
Bengali Style Kucho Nimki Recipe (Diamond Shaped Salty Snacks),All Purpose Flour (Maida)|Kala jeera|Sunflower Oil|Water|Salt|Sunflower Oil,Indian Snack,veg,4.904361486,Bengali Recipes,Vegetarian,321
Struffoli Recipe,All Purpose Flour (Maida)|Lemon zest|Orange Zest (Rind)|Sugar|Vanilla Extract|Salt|Sunflower Oil|Sugar|Honey|Lemon juice|Hazelnut|Icing Sugar,Dessert,veg,4.787671233,Italian Recipes,Vegetarian,372
Mexican Style Cemita Recipe - Sesame Sandwich Bun,All Purpose Flour (Maida)|Lukewarm Water|Salt|Sugar|Whole Eggs|Extra Virgin Olive Oil|Sesame seeds (Til seeds),Homemade Bread,veg,4.92977681,Mexican,Vegetarian,343
Garlic Crust Vegetable Pizza Recipe,All Purpose Flour (Maida)|Lukewarm Water|Sugar|Garlic|Extra Virgin Olive Oil|Salt|Dried oregano|Red Chilli flakes|Mozzarella cheese|Onions|Red Yellow and Green Bell Peppers (Capsicum)|Baby corn|Black olives|Button mushrooms|Dried oregano|Red Chilli flakes,Italian,veg,4.887312845,Italian Recipes,Vegetarian,596
Bakery Style Baked Nippattu Recipe,All Purpose Flour (Maida)|Lukewarm Water|Sunflower Oil|Baking soda|Milk Powder|Sesame seeds (Til seeds)|Onion|Green Chillies|Black pepper powder|Coriander (Dhania) Leaves|Curry leaves|Sugar|Salt,Indian Snack,veg,4.934158416,Indian,Vegetarian,438
Eggless Pistachio Cupcake Recipe-Vegan Options,All Purpose Flour (Maida)|Milk|Caster Sugar|Baking powder|Pistachios|Salt|Lemon|Rose water|Flax seed powder (flax meal)|Chilled water,Cake,veg,4.870967742,Continental,Vegetarian,298
Lemon Custard Tart Recipe,All Purpose Flour (Maida)|Milk|Caster Sugar|Whole Eggs|Lemon juice|Lemon zest|Kiwi,Dessert,non-veg,4.918261769,Continental,Eggetarian,596
"Chicken, Mushroom And Broccoli Au Gratin Recipe",All Purpose Flour (Maida)|Milk|Cheddar cheese|Black pepper powder|Salt|Chicken breasts|Button mushrooms|Broccoli|Garlic|Italian seasoning|Black pepper powder|Salt|Whole Wheat Bread crumbs|Cheddar cheese,Continental Food,non-veg,4.929824561,Continental,Non Vegeterian,495
Ripe Jackfruit Malpua With Rabdi Recipe - Kathal Malpua,All Purpose Flour (Maida)|Milk|Jackfruit Ripe (Kathal)|Baking powder|Cardamom (Elaichi) Pods/Seeds|Fennel seeds (Saunf)|Salt|Milk|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Badam (Almond),Sweet Recipes (Indian Mithai / Indian ,veg,4.909482759,North Indian Recipes,Vegetarian,311
Stuffed Bun With Veggies Recipe,All Purpose Flour (Maida)|Milk|Lukewarm Water|Sugar|Salt|Extra Virgin Olive Oil|Black sesame seeds|Sesame seeds (Til seeds)|Cabbage (Patta Gobi/ Muttaikose)|Potato (Aloo)|Carrot (Gajjar)|Green beans (French Beans)|Onion|Ajwain (Carom seeds)|Cheese|Red Chilli powder|Turmeric powder (Haldi)|Coriander (Dhania) Leaves|Lemon juice|Sunflower Oil|Salt,Continental Party Appetizer & Starter,veg,4.88316853,Continental,Vegetarian,469
Natorer Luchir Payesh (Milk Pudding With Fried Flatbread),All Purpose Flour (Maida)|Milk|Palm jaggery|Kanchagolla|Salt,Dessert,veg,4.928270042,Bangladeshi,Vegetarian,559
Semolina Gujiya Recipe,All Purpose Flour (Maida)|Milk|Sooji (Semolina/ Rava)|Fresh coconut|Sugar|Khuskhus|Cardamom Powder (Elaichi)|Nutmeg powder|Raisins|Badam (Almond),Sweet Recipes (Indian Mithai / Indian ,veg,4.927107728,Gujarati Recipes﻿,Vegetarian,334
Eggless Herbed Focaccia Bread Recipe,All Purpose Flour (Maida)|Milk|Sugar|Salt|Extra Virgin Olive Oil|Sunflower Oil|Tulsi (holy basil)|Methi Leaves (Fenugreek Leaves)|Kasuri Methi (Dried Fenugreek Leaves)|Dried oregano|Extra Virgin Olive Oil,Homemade Bread,veg,4.860047847,Italian Recipes,Vegetarian,256
Malabar Parotta Recipe - Kerala Parotta Recipe,All Purpose Flour (Maida)|Milk|Sugar|Salt|Lukewarm Water,Indian Bread,veg,4.898895188,Kerala Recipes,Vegetarian,437
Pizza Pinwheel Recipe (Swirl Pizza),All Purpose Flour (Maida)|Milk|Sugar|Salt|Sunflower Oil|Mozzarella cheese|Dried oregano|Red Chilli flakes,Italian,veg,4.703517588,Continental,Vegetarian,427
Herbed Cheesy Bun Recipe,All Purpose Flour (Maida)|Milk|Sugar|Sunflower Oil|Salt|Lukewarm Water|All Purpose Flour (Maida)|Sunflower Oil|Carrot (Gajjar)|Green Bell Pepper (Capsicum)|Cabbage (Patta Gobi/ Muttaikose)|Sunflower Oil|Dried oregano|Dried Thyme Leaves|Red Chilli flakes|Black pepper powder|Cheese|Sunflower Oil,Continental Party Appetizer & Starter,veg,4.905027933,Continental,Vegetarian,343
Matar Paneer Kulcha Recipe -Cottage Cheese And Peas Stuffed Leavened Flat Bread,All Purpose Flour (Maida)|Milk|Sunflower Oil|Baking powder|Baking soda|Salt|Sugar|Black sesame seeds|Green peas (Matar)|Mint Leaves (Pudina)|Coriander (Dhania) Leaves|Garlic|Ginger|Cumin seeds (Jeera)|Fennel seeds (Saunf)|Green Chillies|Chaat Masala Powder|Ajwain (Carom seeds)|Black sesame seeds|Salt,Indian Bread,veg,4.890784983,North Indian Recipes,Vegetarian,540
Vanilla Dutch Baby Pancake Recipe,All Purpose Flour (Maida)|Milk|Vanilla Extract|Whole Eggs|Caster Sugar|Salt|Butter (unsalted),Continental Breakfast,veg,4.952238806,Continental,Vegetarian,203
Eggless Nutella Crepes With Strawberries Recipe,All Purpose Flour (Maida)|Milk|Water|Sugar|Vanilla Extract|Nutella Spread|Strawberries,Dessert,veg,4.819505095,French,Vegetarian,345
Rajasthani Ghevar Recipe,All Purpose Flour (Maida)|Milk|Water|Turmeric powder (Haldi)|Sugar|Water,Sweet Recipes (Indian Mithai / Indian ,veg,4.86435144,Rajasthani,Vegetarian,403
Swedish Saffron Buns Recipe,All Purpose Flour (Maida)|Milk|Whole Eggs|Saffron strands|Raisins|Salt|Caster Sugar|Egg white,Homemade Bread,veg,4.899209486,European,Vegetarian,342
Spiced Pumpkin Oatmeal Muffin Recipe with Chocolate Ganache,All Purpose Flour (Maida)|Oats Flour|Baking powder|Salt|Cinnamon Powder (Dalchini)|Dry ginger powder|Brown Sugar (Demerara Sugar)|Whole Eggs|Canola Oil|Milk|Vanilla Extract|Cranberries|Chocolate ganache,Cake,non-veg,4.936619718,Continental,Eggetarian,574
Cantonese Style Ban Mian Bian Rou Recipe - Noodle Soup With Vegetable Dumplings,All Purpose Flour (Maida)|Oil|Salt|Button mushrooms|Broccoli|Spring Onion Greens|Salt|Black pepper powder|Mushroom Stems|Leek|Spring Onion Greens|Salt|Black pepper powder|Veg Hakka Noodles,Indian Chinese,veg,4.934537246,Cantonese,Vegetarian,438
Rumali Roti Recipe ,All Purpose Flour (Maida)|Oil|Salt|Lukewarm Water,Indian Bread,veg,4.907832107,Punjabi,Vegetarian,303
Eggless Spicy Spinach Bread Recipe,All Purpose Flour (Maida)|Onion|Baking powder|Salt|Spinach|Green Chillies|Garlic|Sesame seeds (Til seeds)|Oil|Oil|Milk,Homemade Bread,veg,4.979651163,Continental,High Protein Vegetarian,439
Orange Cranberry Cupcakes Recipe,All Purpose Flour (Maida)|Orange Zest (Rind)|Cranberries|Fresh orange juice|Butter (unsalted)|Whole Eggs|Caster Sugar|Vanilla Extract|Baking powder|Salt,Cake,non-veg,4.836734694,Continental,Eggetarian,508
Parmesan Cheese Biscuits Recipe,All Purpose Flour (Maida)|Parmesan cheese|Butter (unsalted)|Red Chilli flakes,Cookies,veg,4.890290038,Continental,Vegetarian,553
Sugar Free Pineapple Dates Cake Recipe,All Purpose Flour (Maida)|Pineapple|Dates|Water|Baking soda|Whole Eggs|Vanilla Extract|Salted butter|Raisins,Cake,non-veg,4.855532787,Continental,Eggetarian,571
Bhatura Recipe (Fried Puffed Yogurt Bread),All Purpose Flour (Maida)|Potatoes (Aloo)|Sooji (Semolina/ Rava)|Sunflower Oil|Lukewarm Water|Sugar|Kalonji (Onion Nigella Seeds)|Salt|Sunflower Oil,Indian Breakfast,veg,4.756685499,North Indian Recipes,Vegetarian,471
Eggless Chocolate Ragi Cake - Pressure Cooker Cake (Sand/ Salt Oven Method),All Purpose Flour (Maida)|Ragi Flour (Finger Millet/ Nagli)|Cocoa Powder|Baking powder|Salt|Brown Sugar (Demerara Sugar)|Cinnamon Powder (Dalchini)|Vanilla Extract|Milk|Nutralite Classic Spread|Walnuts|Flax seed powder (flax meal)|Water,Cake,veg,4.894412408,Continental,Vegetarian,471
Eggless Ragi Banana Chocolate Cake Recipe-Vegan Options,All Purpose Flour (Maida)|Ragi Flour (Finger Millet/ Nagli)|Cocoa Powder|Baking powder|Salt|Brown Sugar (Demerara Sugar)|Vanilla Extract|Milk|Sunflower Oil|Ripe Bananas|Flax seed powder (flax meal)|Chilled water,Cake,veg,4.732680723,Continental,Vegetarian,392
Crispy Lavash Recipe | Lebanese Bread (Eggless),All Purpose Flour (Maida)|Red Chilli flakes|Dried oregano|Extra Virgin Olive Oil|Salt|Lukewarm Water|Sesame seeds (Til seeds)|Black sesame seeds,Continental Food,veg,4.924065421,Mediterranean,Vegetarian,263
